names,genre,date_x,score
Home Alone 4,Comedy| Family| TV Movie,2002,"4,5"
Brokeback Mountain,Drama| Romance,2006,"7,8"
Get the Gringo,Action| Thriller| Crime| Drama,2012,"6,5"
Big Stan,Comedy,2007,"6,5"
Pitch Perfect 2,Comedy| Music,2015,"6,9"
The Day of Swapping,Romance,2017,"4,9"
Leprechaun: Back 2 tha Hood,Horror| Comedy,2003,"5,2"
Curse of the Blair Witch,Horror| Thriller,1999,"6,1"
Paddington,Comedy| Adventure| Family,2014,"7,1"
Secretary,Comedy| Drama| Romance,2002,"6,8"
Collateral,Drama| Crime| Thriller,2004,"7,2"
The Portable Door,Fantasy| Adventure| Comedy,2023,"6,3"
Sputnik,Science Fiction| Drama| Horror,2020,"6,5"
Remember Me,Drama| Romance,2010,"7,1"
Hidden Desire,Romance| Drama,1991,4
Killing Me Softly,Thriller,2002,"5,5"
Skyscraper,Action| Thriller,2018,"6,3"
The Protector 2,Action,2013,6
Creed,Horror,2010,8
Indecent Woman,Thriller| Crime,1999,"4,5"
The Bodyguard,Thriller| Action| Drama| Music| Romance,1993,"6,7"
The Art of Racing in the Rain,Drama| Romance| Comedy,2019,"8,2"
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,Action| Adventure| Comedy| Fantasy| Romance| Animation,2019,"7,8"
Rape Zombie: Lust of the Dead 4,Horror,2014,"6,8"
Ravenous,Horror| Drama| Science Fiction,2017,"5,9"
42,Drama,2013,"7,1"
A Few Good Men,Drama,1992,"7,5"
Friday the 13th Part 2,Horror| Thriller,1981,"6,1"
Lawless,Crime| Drama| Western,2012,7
Barbie & Chelsea: The Lost Birthday,Animation,2021,"7,1"
The Raid 2,Action| Crime| Thriller,2014,"7,6"
Y Tu Mamá También,Drama| Romance,2001,"7,4"
Tokyo Ghoul,Action| Drama| Thriller,2017,7
Father There Is Only One 2,Comedy| Family,2020,"7,5"
Porno,Drama,2013,"5,7"
The Last Survivors,Horror| Thriller| Action,2014,"6,3"
Johnny English Reborn,Crime| Adventure| Action| Comedy| Thriller,2011,"6,2"
Hollow Man,Action| Science Fiction| Thriller,2000,"5,9"
Allegiant,Adventure| Science Fiction| Action| Mystery,2016,"6,1"
Covet: Island of Desire,Romance,2017,"4,2"
Outcast,Action,2015,"5,1"
Saga of Tanya the Evil: The Movie,Animation| Action| War| Fantasy,2019,"8,1"
Kronk's New Groove,Animation| Comedy| Family,2005,"6,4"
El Camino: A Breaking Bad Movie,Crime| Drama| Thriller| Action,2019,"6,9"
Tokyo Revengers,Action| Drama,2021,"7,9"
Adultery Alumni Association 2,Drama| Romance,2019,"7,7"
Fat Ass Zombies,Horror| Comedy,2020,"5,1"
Tubero,Drama,2022,"5,8"
The Golden Compass,Adventure| Fantasy,2007,6
Dual,Science Fiction| Comedy,2022,"6,1"
The Wonderful Summer of Mickey Mouse,Animation| Comedy,2022,"6,3"
The Boy,Horror| Thriller| Mystery,2016,"5,9"
Girl in the Picture,Documentary,2022,"7,3"
Bambi II,Animation| Drama| Family,2006,"6,5"
Another Cinderella Story,Comedy| Music,2009,"6,8"
The Day the Earth Stood Still,Drama| Science Fiction| Thriller,2008,"5,6"
The Day the Earth Stood Still,Drama| Science Fiction| Thriller,2008,"5,6"
Fantastic Mr. Fox,Adventure| Animation| Comedy| Family,2010,"7,8"
Bordello of Blood,Horror| Comedy,1996,"5,9"
Virgin Territory,Adventure| Action| Comedy| Romance,2007,"4,5"
Star Trek: The Motion Picture,Science Fiction| Adventure| Mystery,1979,"6,5"
Dilwale Dulhania Le Jayenge,Comedy| Drama| Romance,2007,"8,6"
Unforgiven,Western,1993,"7,9"
The Human Centipede 3 (Final Sequence),Horror,2015,"3,7"
Showroom,Drama| Thriller,2022,6
Ghostbusters II,Comedy| Fantasy,1989,"6,5"
Primeval,Adventure| Horror,2007,"6,1"
Justice League vs. Teen Titans,Science Fiction| Action| Animation| Adventure| Comedy,2016,"7,4"
Surviving Paradise: A Family Tale,Documentary,2022,7
Mortal Kombat,Action| Fantasy,1995,"5,8"
Mortal Kombat,Action| Fantasy,1995,"5,8"
The Scorpion King 3: Battle for Redemption,Action| Adventure| Fantasy| Drama,2012,"4,5"
Step Up All In,Romance| Drama| Music,2014,"6,8"
Inuyasha the Movie: Affections Touching Across Time,Action| Animation| Adventure| Fantasy,2001,"7,7"
Jason X,Horror| Science Fiction,2002,"4,8"
Mighty Morphin Power Rangers: The Movie,Action| Adventure| Science Fiction| Fantasy,1995,"5,8"
Cinderella,Fantasy| Romance| Comedy,2021,"6,4"
Cinderella,Fantasy| Romance| Comedy,2021,"6,4"
A Cinderella Story: If the Shoe Fits,Comedy| Family| Fantasy| Music,2016,"7,2"
Naruto to Boruto: The Live 2019,Animation,2019,"7,5"
Descendants of Adultery,Romance,2016,"4,7"
The Sorcerer and the White Snake,Action| Fantasy,2011,"6,4"
The Ridiculous 6,Western| Comedy,2015,"5,2"
Police Story,Action| Crime| Thriller,1986,"7,5"
Red Dawn,Action| Thriller,2012,"5,7"
Return to the Blue Lagoon,Adventure| Drama,1991,"6,3"
The Tourist,Action| Thriller| Romance,2010,"6,2"
Sex and Zen,Drama| Adventure| Comedy| Romance,1991,"5,7"
30 Miles from Nowhere,Horror| Comedy,2018,"4,5"
Cold Pursuit,Action| Crime| Thriller,2019,"5,7"
The Killing of a Sacred Deer,Drama| Thriller| Mystery,2017,7
The Babadook,Drama| Horror,2014,"6,5"
Dirty Dancing,Drama| Music| Romance,1988,"7,4"
Jan Dara: The Beginning,Drama| Romance,2012,"5,5"
Airplane!,Comedy,1980,"7,3"
Captain Underpants: The First Epic Movie,Action| Animation| Comedy| Family,2017,"6,2"
Jason Isbell: Running With Our Eyes Closed,Documentary| Music,2023,0
Containment,Thriller| Horror| Science Fiction,2015,6
Rock Dog 2: Rock Around the Park,Animation| Comedy| Music| Family,2021,"6,7"
Crystal Skulls,Adventure| Science Fiction| TV Movie| Horror| Fantasy| Mystery,2014,5
Exorcist II: The Heretic,Drama| Horror| Thriller,1977,"4,5"
One True Loves,Romance| Drama| Comedy,2023,"5,5"
Contraband,Thriller| Action| Drama| Crime,2012,"6,3"
Remember the Titans,Drama,2001,"7,6"
The Crow,Fantasy| Action| Thriller,1994,"7,5"
Mad Max 2,Adventure| Action| Thriller| Science Fiction,1981,"7,4"
Night of the Living Dead,Horror| Thriller,1990,"6,8"
Night of the Living Dead,Horror| Thriller,1990,"6,8"
Ice Age: The Great Egg-Scapade,Adventure| Animation| Comedy| Family| TV Movie,2016,"6,4"
Amélie,Comedy| Romance,2001,"7,9"
The Book of Eli,Action| Thriller| Science Fiction,2010,"6,8"
Zombie Flesh Eaters,Horror,1979,"6,6"
Quantum of Solace,Adventure| Action| Thriller| Crime,2008,"6,3"
Carrie,Horror| Thriller,1976,"7,3"
Carrie,Horror| Thriller,1976,"7,3"
Joseph of Nazareth,Drama| History,2000,6
Running with the Devil: The Wild World of John McAfee,Documentary,2022,"6,6"
Bicentennial Man,Science Fiction| Comedy| Drama,1999,"7,2"
Amores Perros,Drama| Thriller,2000,"7,6"
Paranormal Activity: Tokyo Night,Horror| Thriller,2010,6
Gnomeo & Juliet,Animation| Family,2011,"5,8"
Star Trek: Nemesis,Science Fiction| Action| Adventure| Thriller,2003,"6,3"
Bound,Drama| Thriller,1997,"7,2"
Evangelion: 3 You Can (Not) Redo,Animation| Science Fiction| Action| Drama,2013,"7,3"
Ocean's Twelve,Thriller| Crime,2004,"6,6"
Primal Fear,Crime| Drama| Mystery| Thriller,1996,"7,6"
The Foreigner,Action| Thriller,2017,"6,9"
Friday the 13th Part VII: The New Blood,Horror| Thriller,1988,"5,4"
Dune,Action| Science Fiction| Adventure,1984,"6,2"
Dune,Action| Science Fiction| Adventure,1984,"6,2"
Pokémon: The Movie 2000,Adventure| Fantasy| Animation| Science Fiction| Family,2000,"6,7"
The Funeral Home,Horror,2020,"4,6"
Folie ŕ Famille,Comedy| Drama| Family,2023,6
Chasing Mavericks,Drama,2012,7
The Three Musketeers,Adventure| Action| Thriller,2011,"5,8"
Through My Window: Across the Sea,Romance| Drama,2023,0
Memento,Mystery| Thriller,2000,"8,2"
Slayers,Horror| Comedy| Fantasy,2022,"4,4"
The Karate Kid Part II,Adventure| Drama| Action| Romance| Family,1986,"6,3"
Notting Hill,Romance| Comedy| Drama,1999,"7,3"
That Malicious Age,Drama| Romance,1975,"6,6"
The Ritual Killer,Action| Thriller,2023,"5,9"
Beauty in Rope Hell,Drama,1983,"5,4"
Bodies Bodies Bodies,Comedy| Horror| Mystery,2022,"6,5"
Piranha 3DD,Horror| Thriller| Comedy,2012,"4,4"
One Piece Film: Z,Animation| Fantasy| Action| Adventure,2014,"7,5"
Only the Brave,Drama| Action| History,2017,"7,4"
Miranda,Comedy| Romance,1985,"5,2"
Sijjin 6,Horror,2019,"5,6"
Robin Hood,Adventure| Action| Thriller,2019,"5,9"
Robin Hood,Adventure| Action| Thriller,2019,"5,9"
Neighbors 2: Sorority Rising,Comedy,2016,"5,8"
Smurfs: The Lost Village,Family| Adventure| Animation| Comedy,2017,"6,3"
Dawn of the Dead,Horror,1985,"7,5"
Dawn of the Dead,Horror,1985,"7,5"
Big Brother,Action| Drama| Comedy,2018,"7,6"
The Outpost,War| Drama| History| Action,2021,"6,9"
Leprechaun Returns,Horror| Fantasy| Comedy,2018,"5,9"
GoldenEye,Adventure| Action| Thriller,1995,"6,9"
Sex Doll,Drama| Thriller| Mystery,2016,"5,8"
Cinema Paradiso,Drama| Romance,1989,"8,5"
American History X,Drama,1999,"8,4"
Viking Quest,Action| Adventure| Fantasy| TV Movie,2014,"4,6"
Code 8,Science Fiction| Action| Crime| Thriller| Drama,2019,"6,2"
Vacancy,Horror| Thriller,2007,"6,2"
Who Framed Roger Rabbit,Fantasy| Animation| Comedy| Crime,1988,"7,5"
Doblemente Embarazada 2,Comedy,2022,"7,4"
On the Come Up,Drama| Music,2022,"5,9"
Coming 2 America,Comedy,2021,"6,5"
Liar Liar,Comedy,1997,"6,6"
The Big Lebowski,Comedy| Crime,1998,"7,8"
Goodnight Mommy,Horror| Drama| Thriller,2022,"6,2"
The Voyeurs,Thriller,2021,"6,7"
Vasil,Comedy| Drama,2022,"6,4"
Mirreyes contra Godínez 2: El retiro,Comedy,2022,"7,5"
Hannah Montana: The Movie,Comedy| Drama| Family| Music| Romance,2009,"6,6"
Veronica,Horror,2017,"6,2"
Hostel: Part II,Horror,2007,"5,8"
Blockers,Comedy,2018,"6,3"
National Lampoon's Christmas Vacation,Comedy,1989,"7,2"
Noah's Ark,Drama| War,1928,6
The Bridge Curse,Horror| Thriller| Mystery,2020,"6,5"
Friday the 13th Part VIII: Jason Takes Manhattan,Horror| Thriller,1989,5
Pan,Fantasy| Adventure| Family| Action,2015,6
Hilda and the Mountain King,Animation| Adventure| Fantasy| Family| TV Movie,2021,"7,5"
Born to Race: Fast Track,Action,2014,"6,6"
The First Time,Romance,2018,0
21 Bridges,Crime| Action| Drama,2019,"6,8"
Call Jane,Drama| History,2022,"6,6"
Sex and the Emperor,Drama| Comedy| Romance,1994,"4,2"
Dive,Drama,2022,"7,1"
Into the White,War| Action| Drama,2013,"6,9"
Summer,Drama,2023,"4,8"
She's the Man,Comedy| Drama| Romance,2006,"6,8"
Lady and the Tramp,Family| Romance| Comedy,2019,"7,3"
La Belle Verte,Comedy,1996,"7,2"
Deliver Us from Evil,Thriller| Crime| Horror,2014,"6,2"
Last Shoot Out,Western| Action| Thriller,2021,"6,4"
S.W.A.T.,Action| Thriller| Crime,2003,"6,1"
Emmanuelle in Hong Kong,Drama,2003,2
Heaven & Earth,History| War| Action| Drama,1993,"6,7"
Promising Young Woman,Thriller| Crime| Drama,2020,"7,5"
[REC],Horror| Mystery,2008,"7,2"
In the Realm of the Senses,Drama| Romance,1976,"6,6"
X-Rated 2: The Greatest Adult Stars of All-Time,Documentary,2016,"6,7"
The Pacifier,Comedy| Family| Action,2005,"6,1"
Hostel: Part III,Horror,2011,"5,1"
The Secret Life of Walter Mitty,Adventure| Comedy| Drama| Fantasy,2013,"7,2"
GyG 2: El Hotel de los Líos,Comedy,2023,0
Mermaid Down,Horror| Fantasy| Mystery| Thriller,2019,"6,7"
Shrek the Halls,Adventure| Animation| Comedy| Fantasy| Family,2012,"6,3"
Catherine Called Birdy,Adventure| Comedy,2022,"6,2"
Parker,Action| Crime,2013,6
Goldfinger,Adventure| Action| Thriller,1965,"7,4"
The Wolfman,Horror| History| Drama| Thriller,2010,"5,8"
Resident Evil,Horror| Action| Science Fiction,2002,"6,6"
David,Drama| History| Adventure,1997,"7,6"
Police Academy 2: Their First Assignment,Comedy| Crime,1985,"6,1"
Bar Fight,Comedy,2022,"6,9"
Erotic Ghost Story V,Drama| Fantasy,1997,0
Catwoman: Hunted,Animation| Action| Crime,2022,6
Room in Rome,Drama| Romance,2010,"6,4"
Tremors: A Cold Day in Hell,Action| Adventure| Science Fiction| Fantasy| Comedy| Horror,2018,6
Shattered,Thriller,2022,"5,7"
Star Trek: Insurrection,Science Fiction| Action| Adventure| Thriller,1999,"6,4"
The Mad Hatter,Horror| Thriller,2021,"5,5"
Alexander,War| History| Action| Adventure| Drama| Romance,2005,"5,9"
Casablanca,Drama| Romance,1944,"8,2"
Mr. & Mrs. Smith,Action| Comedy| Drama| Thriller,2005,"6,7"
Pretty Young Sister,Drama| Romance,2020,0
Stargate,Action| Adventure| Science Fiction,1995,7
Drive Angry,Fantasy| Thriller| Action| Crime,2014,"5,5"
Well Suited For Christmas,TV Movie| Comedy| Romance| Drama,2022,"6,3"
Night Hunter,Drama| Thriller,2019,"6,5"
Fargo,Crime| Drama| Thriller,1996,"7,9"
10;000 BC,Adventure| Action| Drama| Fantasy,2008,"5,4"
Portrait of a Lady on Fire,Drama| Romance,2019,"8,2"
My Broken Mariko,Drama,2022,"7,5"
Wind River,Crime| Drama| Mystery| Thriller,2017,"7,4"
Topside,Drama,2021,7
Escape Plan,Action| Thriller,2013,"6,7"
Mission «Sky»,Drama| War,2021,"8,7"
Finding ?Ohana,Action| Adventure| Comedy| Family,2021,"6,4"
Coach Carter,Drama| History,2005,"7,6"
Mazinger Z: Infinity,Action| Science Fiction| Animation,2018,"6,8"
L.O.L. Surprise! The Movie,Animation| Family,2021,"6,9"
Lovelace,Drama,2013,6
Breach,Science Fiction| Action| Horror,2020,"4,3"
The Ballad of Buster Scruggs,Western| Comedy| Drama,2018,"7,2"
High School Lynching,Crime,1975,3
30 Minutes or Less,Action| Adventure| Comedy,2011,"5,7"
Queen of Hearts,Drama,2019,"6,9"
Falling for Christmas,Romance| Comedy| Family,2022,"6,3"
LEGO DC: Shazam! Magic and Monsters,Family| Adventure| Animation| Comedy,2020,"7,4"
The Lego Ninjago Movie,Family| Animation| Action| Adventure| Comedy,2017,"6,5"
Contagion,Drama| Thriller| Science Fiction,2011,"6,6"
Butch Cassidy and the Sundance Kid,Western| Drama| Crime,1970,"7,6"
Iron Mask,Action| Adventure| Family| Fantasy,2020,"6,1"
Jarhead,Drama| War,2006,"6,6"
Beckett,Crime| Mystery| Thriller,2021,"6,3"
Commando,Action| Adventure| Thriller,1986,"6,6"
From Dusk Till Dawn,Horror| Action| Thriller| Crime,1996,7
Barbie in Rock 'N Royals,Animation| Music| Family,2017,"6,9"
Dumbo,Family| Fantasy| Adventure,2019,"6,7"
Erotic Passion,Crime| Drama,1981,"5,4"
Lion,Drama,2017,"8,1"
Thunderbolt,Action| Thriller,1995,"6,5"
The Miracle of Marcelino,Family| Drama,2010,"7,8"
Godzilla: The Planet Eater,Animation| Science Fiction| Action| Adventure,2018,"6,4"
Sully,Drama| History,2016,"7,2"
The Mule,Crime| Drama| Thriller,2019,"6,8"
The Last House on the Left,Crime| Thriller| Horror| Drama,2009,"6,4"
The Last House on the Left,Crime| Thriller| Horror| Drama,2009,"6,4"
Disobedience,Drama| Romance,2018,7
Indecent Proposal,Romance| Drama,1993,"6,3"
The Village,Drama| Mystery| Thriller,2004,"6,4"
The Untouchables,Crime| Drama| History| Thriller,1987,"7,8"
7 Prisoners,Drama,2021,"7,1"
Don't Listen,Drama| Horror| Thriller,2020,"6,6"
Hard Target,Action,1993,"6,3"
Scooby-Doo! and the Reluctant Werewolf,Animation| Comedy| Family| Mystery| TV Movie,1988,"7,4"
Going in Style,Crime| Comedy,2017,"6,7"
Pokémon: The First Movie,Animation| Family| Adventure| Fantasy| Action,1999,"6,9"
The Fugitive,Action| Thriller| Drama,1993,"7,5"
Evangelion: 1 You Are (Not) Alone,Animation| Science Fiction| Action| Drama,2008,"7,6"
Once Upon a Time in the West,Drama| Western,1970,"8,3"
Home Alone 3,Comedy| Family,1998,"5,3"
Jack and Jill,Comedy,2011,"4,3"
Love; Simon,Comedy| Drama| Romance,2018,"8,1"
127 Hours,Adventure| Drama| Thriller,2011,"7,1"
Kill 'em All,Action| Crime,2017,"5,4"
Kingsglaive: Final Fantasy XV,Animation| Science Fiction| Action,2016,"6,8"
Eden Lake,Horror| Thriller,2009,"6,8"
Ip Man 3,Action| Drama| History,2016,7
Ash & Dust,Crime| Thriller,2022,"4,4"
Unbreakable,Thriller| Drama| Mystery,2000,"7,1"
Equilibrium,Action| Science Fiction| Thriller,2003,7
The Next Three Days,Romance| Drama| Thriller| Crime,2011,"7,1"
The Belko Experiment,Horror| Thriller,2018,"6,2"
Secretary Rope Discipline,Drama,1981,"1,5"
A Not So Merry Christmas,Comedy,2022,"6,9"
Psycho-Pass 3: First Inspector,Science Fiction| Action| Crime| Animation,2020,"7,6"
Rush,Drama| Action,2013,"7,7"
Silip Sa Apoy,Drama| Thriller,2022,"6,1"
The Reader,Drama| Romance,2009,"7,4"
No Sudden Move,Crime| Drama| Mystery,2021,"6,4"
Demon Slayer,Horror,2003,"7,8"
Star Wars: The Clone Wars,Animation| Action| Science Fiction| Adventure,2008,"6,1"
The Virtuoso,Thriller| Crime,2021,"6,1"
Love Don't Co$t a Thing,Comedy| Drama| Family| Romance,2003,"7,1"
Priest,Horror| Action| Thriller,2011,"5,8"
One Piece: Curse of the Sacred Sword,Animation| Adventure| Action,2004,7
Pokémon 3: The Movie,Adventure| Fantasy| Animation| Action| Family,2001,"6,5"
Fast & Feel Love,Comedy| Romance| Action,2022,"7,2"
The Strangers,Horror| Mystery| Thriller,2008,"6,1"
Checkered Ninja,Animation| Comedy| Adventure| Fantasy,2018,"7,5"
My Girl,Comedy| Drama,1991,"7,4"
A Family's Secret,Thriller| TV Movie,2022,"5,1"
What a Father!,Comedy| Family| Romance,2022,"8,3"
Witch Hunt,Horror,2021,"6,8"
The Barbie Diaries,Family| Animation,2006,"6,3"
War of the Arrows,Drama| Action| History| Thriller,2011,"7,2"
She's Out of My League,Romance| Comedy,2010,"6,4"
Star Trek: First Contact,Science Fiction| Action| Adventure| Thriller,1996,"7,3"
Lara Croft: Tomb Raider,Adventure| Fantasy| Action| Thriller,2001,"5,9"
LEGO Star Wars Summer Vacation,Family| Animation| Comedy| Science Fiction| TV Movie,2022,"6,1"
Minority Report,Action| Thriller| Science Fiction| Mystery,2002,"7,3"
The Debt Collector,Action,2018,"5,9"
Night in Paradise,Crime| Drama| Thriller| Action,2021,"6,9"
The Nice Guys,Comedy| Crime| Action,2016,"7,1"
Teen Titans Go! To the Movies,Animation| Action| Comedy| Science Fiction,2018,"7,4"
RoboCop,Action| Thriller| Science Fiction,1987,"7,3"
RoboCop,Action| Thriller| Science Fiction,1987,"7,3"
Red Lights,Thriller,2013,"6,2"
Blaze,Drama| Fantasy| Crime,2022,"5,3"
Legend of Deification: King Li Jing,Action| Fantasy| Adventure,2021,"3,8"
NJPW Sakura Genesis 2023,,2023,0
Blade II,Fantasy| Horror| Action| Thriller,2002,"6,5"
Babe,Fantasy| Drama| Comedy| Family,1995,"6,2"
Cats & Dogs,Family| Comedy,2001,"5,4"
The Watch,Comedy| Action| Science Fiction,2012,"5,6"
Sex Appeal,Comedy| Romance,2022,"6,7"
South Park the Streaming Wars,Animation| Comedy,2022,"7,3"
30 Days of Night,Horror| Thriller,2007,"6,4"
Jan Dara: The Finale,Drama| Romance,2013,"5,5"
The Kids Are Alright: Destination Asturias,Comedy| Family,2022,"5,7"
How to Be a Latin Lover,Comedy,2017,7
Tahan,Drama| Crime,2022,"4,3"
Skinamarink,Horror,2023,"5,7"
Sonríe,Thriller| Horror,2022,"4,3"
Bride Wars,Comedy| Romance,2009,"6,2"
His House,Horror| Thriller,2020,"6,5"
The Mask of Zorro,Action| Adventure,1998,"6,5"
Klaus,Animation| Family| Adventure| Comedy| Fantasy,2019,"8,3"
True Romance,Action| Crime| Romance,1993,"7,5"
My Name Is Khan,Drama| Romance,2010,"8,1"
The Naked Gun: From the Files of Police Squad!,Comedy| Crime,1989,"7,2"
American Hustle,Drama| Crime,2013,"6,8"
The Son,Drama,2023,"6,6"
Destination Wedding,Romance| Comedy| Drama,2018,"5,7"
Lionheart,Action,1990,"6,5"
The Marine 3: Homefront,Action,2013,"6,3"
Stomp the Yard,Drama| Music,2007,"6,9"
Aquaslash,Horror| Comedy,2020,"4,1"
Uniform Virgin: The Prey,Drama,1986,5
Cujo,Horror| Thriller,1983,"6,1"
Bayonetta: Bloody Fate,Animation| Action| Fantasy,2013,"6,5"
I Am Dragon,Fantasy| Romance,2015,"7,2"
Downsizing,Comedy| Drama| Science Fiction,2017,"5,3"
Happy Halloween; Scooby-Doo!,Family| Animation| Mystery| Comedy,2020,"7,9"
To All the Boys: Always and Forever,Romance| Comedy| Drama,2021,"7,6"
Silence,Drama| History,2016,"7,1"
The Legend of La Llorona,Horror| Thriller,2022,"4,7"
Love Lesson,Romance| Drama| Comedy,2013,6
Sword Art Online: Extra Edition,Animation| Fantasy| Adventure,2013,"6,7"
Purpose of Reunion 3,Drama| Romance,2018,"4,4"
Curiosa,Drama| History,2019,"6,1"
The Worst Person in the World,Drama| Comedy| Romance,2021,"7,6"
Haunt,Horror| Thriller,2019,"6,7"
The Longest Day,War| Action| Drama,1962,"7,6"
Body Brokers,Thriller| Crime,2021,"6,3"
How to Be Single,Comedy| Romance,2016,"6,2"
Instant Family,Comedy,2019,"7,6"
Robin Hood: Prince of Thieves,Action| Adventure| Drama| Romance,1991,"6,8"
Ghosted,Adventure| Action| Comedy| Romance,2023,0
Looper,Action| Thriller| Science Fiction,2012,"6,9"
