names,genre,date_x,score
Barbie & Her Sisters in a Puppy Chase,Family| Animation,2016,"6,9"
I Care a Lot,Comedy| Crime| Thriller| Drama,2021,"6,6"
Till Death,Horror| Thriller,2021,"6,8"
Railway Heroes,War| Drama,2021,7
The Machinist,Thriller| Drama,2005,"7,5"
The Man in the Iron Mask,Adventure| Action| Drama,1998,"6,6"
Operation Mincemeat,War| History| Drama,2022,"6,5"
Everly,Thriller| Action,2015,"5,5"
BLACKPINK: Light Up the Sky,Documentary| Music,2020,"8,3"
Cici,Drama,2022,6
The Second Wife,Comedy| Romance,1998,"5,3"
The Island,Action| Thriller| Science Fiction| Adventure,2005,"6,7"
The Island,Action| Thriller| Science Fiction| Adventure,2005,"6,7"
L.O.R.D: Legend of Ravaging Dynasties,Animation| Fantasy| Drama| Science Fiction,2016,"7,1"
Barbie: A Perfect Christmas,Animation| Family,2011,"6,7"
Anger Management,Comedy,2003,"6,1"
Peter Pan & Wendy,Adventure| Fantasy| Family,2023,0
Mortdecai,Comedy| Adventure,2015,"5,5"
Kizumonogatari Part 2: Nekketsu,Animation| Fantasy| Mystery,2016,"8,1"
Tales from Earthsea,Animation| Fantasy| Adventure,2007,"6,6"
Pete's Dragon,Adventure| Family| Fantasy,2016,"6,4"
Prey,Thriller,2021,"4,7"
Sex and the Central,Drama| Romance| Comedy,2003,"2,5"
Beautiful Minds,Comedy| Drama,2022,"7,4"
L.A. Confidential,Crime| Mystery| Thriller,1997,"7,8"
Changeling,Crime| Drama| Mystery,2008,"7,6"
Urusei Yatsura: Only You,Animation| Romance| Science Fiction| Comedy| Family,1983,"6,4"
Triple 9,Action| Crime| Adventure| Thriller,2016,"5,9"
Masters of the Universe,Action| Fantasy| Science Fiction| Adventure| Thriller,1987,"5,7"
Cheaper by the Dozen 2,Comedy| Family| Adventure,2005,"6,1"
The Lives of Others,Drama| Thriller,2007,8
Boyhood,Drama,2014,"7,5"
Satan's Slaves 2: Communion,Drama| Horror| Mystery,2022,"7,4"
Loving Pablo,Crime| Drama,2018,"6,3"
Pokémon the Movie: Genesect and the Legend Awakened,Action| Adventure| Animation| Family,2013,"6,6"
Stitch! The Movie,Comedy| Adventure| Family| Animation,2003,"6,5"
Blair Witch,Thriller| Horror,2016,"5,2"
Slumdog Millionaire,Drama| Romance,2008,"7,7"
Deep Blue Sea 2,Action| Horror| Science Fiction,2018,"5,2"
Waiting for Bojangles,Drama| Comedy| Romance,2022,"7,5"
Friend's Young Mom,Romance,2019,3
The Forest,Horror| Thriller| Mystery,2016,"5,2"
Spartacus,Action| Drama,2004,"6,9"
Scooby-Doo! Return to Zombie Island,Fantasy| Animation| Family| Adventure| Comedy| Mystery| Horror,2019,7
BanG Dream! FILM LIVE 2nd Stage,Animation| Music| Comedy,2021,"6,8"
Ghost Lab,Drama| Horror| Science Fiction| Thriller,2021,"6,5"
sex; lies; and videotape,Drama,1989,"6,9"
The Last Castle,Action| Drama| Thriller,2001,"7,1"
The Specialist,Action| Thriller,1995,"5,9"
Sunset Boulevard,Drama,1950,"8,4"
Crimson Peak,Horror| Romance,2015,"6,6"
The Mad Women's Ball,Thriller| Drama| History,2021,"7,1"
Daddy Day Care,Comedy| Family,2003,"5,9"
High Plains Drifter,Western| Drama| Mystery,1973,"7,4"
Hey Arnold! The Jungle Movie,Family| Comedy| Animation| Adventure| TV Movie,2017,"7,7"
Cinderella Man,Romance| Drama| History,2005,"7,5"
Showdown in Little Tokyo,Action,1992,"6,4"
SuperFly,Action| Crime,2018,"6,8"
Labyrinth,Adventure| Family| Fantasy,1986,"7,3"
Marui Video,Mystery| Horror,2023,"3,7"
The Old Guard,Action| Fantasy,2020,"7,2"
A Thousand Words,Drama| Comedy,2012,"6,1"
The Scorpion King 2: Rise of a Warrior,Action| Adventure| Fantasy| Science Fiction,2008,"4,6"
I Feel Pretty,Comedy| Romance,2018,"6,4"
The Awakening,Horror| Thriller| Mystery,2012,"6,4"
Mi Prima La Sexóloga,Comedy,2016,"7,1"
All About Lily Chou-Chou,Drama| Crime,2001,"7,3"
RoboCop 3,Action| Adventure| Crime| Science Fiction| Thriller,1993,"4,7"
Harriet,Drama| History,2020,"7,4"
Case Closed: The Crimson Love Letter,Action| Adventure| Animation| Crime| Mystery,2017,"6,5"
The Hills Run Red,Horror| Thriller| Mystery,2009,"5,7"
Smallfoot,Family| Animation| Adventure| Fantasy,2018,"6,8"
I Am a Hero,Action| Horror| Drama,2016,"7,3"
Cruel Intentions 2,Drama,2001,"4,9"
Sanctuary,Drama| Thriller,2023,0
A Taxi Driver,Action| Drama| History,2017,"8,1"
Porky's,Comedy,1984,"6,4"
Jeremy Renner: The Diane Sawyer Interview - A Story of Terror; Survival and Triumph,Documentary| TV Movie,2023,0
Pokémon: Mewtwo Returns,Animation| Family| Action| Adventure| Drama| Fantasy,2001,"6,6"
żY cómo es él?,Comedy,2022,"7,5"
The Chosen: Season 3  - Episodes 1 & 2,Drama| History,2022,10
14 Peaks: Nothing Is Impossible,Documentary,2021,"7,4"
Star Trek: The Captains' Summit,Documentary,2009,"7,4"
Mune: Guardian of the Moon,Animation| Family| Adventure| Fantasy,2015,"7,3"
Sister's Younger Husband,Comedy| Drama| Romance,2016,"5,6"
The Last Emperor,Drama| History,1987,"7,6"
Danger Close: The Battle of Long Tan,War| Action| Drama| History,2019,"6,9"
Book of Dragons,Fantasy| Animation| Action| Comedy| Family,2011,"6,6"
Hotel Rwanda,Drama| History| War,2005,"7,7"
City of Ember,Adventure| Family| Fantasy,2008,"6,3"
American Me,Crime| Drama,1992,"7,4"
tick; tick... BOOM!,Drama| Music,2021,"7,7"
The Number 23,Thriller| Drama| Mystery,2007,"6,4"
Wedding Daze,Comedy,2007,"5,5"
The Name of the Rose,Drama| Thriller| Mystery,1987,"7,5"
Down Periscope,Comedy,1996,"6,3"
The Waterboy,Comedy,1999,6
ACA 155: Karginov vs. Silva,,2023,0
Tall Girl,Comedy| Drama| Romance,2019,"6,4"
Sister of the Groom,Comedy| Romance,2020,6
Free Willy 3: The Rescue,Family| Adventure,1997,"6,3"
Room Salon College Girls 3,Romance| Action,2020,5
Monty Python and the Holy Grail,Adventure| Comedy| Fantasy,1975,"7,8"
Star Trek II: The Wrath of Khan,Action| Adventure| Science Fiction| Thriller,1982,"7,5"
Black as Night,Horror| Thriller,2021,"5,6"
The Last Boy Scout,Action| Thriller,1992,"6,8"
Re/Member,Horror| Thriller,2022,"7,1"
Capernaum,Drama,2019,"8,2"
Battle for Sevastopol,War| Drama| Romance,2015,"7,4"
Prey,Adventure| Horror| Thriller,2009,"5,7"
Cold Blood,Thriller| Action,2019,"5,4"
Champions,Drama| Comedy,2019,"7,6"
Escape Room,Horror| Thriller,2017,"4,5"
Police Academy 6: City Under Siege,Comedy| Crime,1989,"5,1"
Aliens in the Attic,Adventure| Comedy| Family| Fantasy| Science Fiction,2009,"5,7"
Oppenheimer,Drama| History,2023,0
Palm Trees in the Snow,Drama| History| Romance,2015,"7,4"
Summer Wars,Animation,2010,"7,5"
Dangerous Beauty,Drama| Romance,1998,"7,1"
The Night Parade,Romance,2013,"6,5"
Deep Blue Sea,Action| Horror| Science Fiction,1999,6
Crimson Tide,Thriller| Drama| Action,1995,"7,2"
The Hitchhiker's Guide to the Galaxy,Adventure| Comedy| Science Fiction,2005,"6,7"
Messengers 2: The Scarecrow,Horror,2009,"5,3"
Clear and Present Danger,Action| Drama| Thriller,1994,"6,6"
Over the Top,Action| Drama,1987,"6,4"
Dallas Buyers Club,Drama| History,2014,"7,9"
Miss Sloane,Thriller| Drama,2017,"7,5"
El mesero,Comedy,2021,8
Sex; Party and Lies,Comedy| Drama,2011,"4,5"
Any Given Sunday,Drama,2000,"6,8"
The Walking Deceased,Comedy| Horror,2015,"5,3"
Psycho,Mystery| Thriller| Horror,1998,"5,1"
Ordinary People,Thriller| Mystery,2018,"6,8"
Murder at Yellowstone City,Western| Mystery,2022,"5,6"
BlacKkKlansman,Comedy| Crime| Drama| History,2018,"7,5"
The Howling,Horror,1981,"6,6"
Photocopier,Drama| Mystery| Thriller,2022,7
Species II,Science Fiction| Action| Horror,1998,"5,1"
Confessions of a Hitman,Crime| Drama| Action,2022,"6,6"
Sweet Home Alabama,Comedy| Romance,2002,"6,4"
Crimson Rivers II: Angels of the Apocalypse,Action| Thriller| Crime,2004,"6,1"
Max,Adventure| Drama,2015,"7,1"
Highlander: Endgame,Action| Fantasy,2000,"4,9"
Lupin the Third vs. Detective Conan: The Movie,Animation| Action| Thriller,2013,"6,9"
Date Night,Comedy| Action| Adventure,2010,"6,1"
Police Academy 4: Citizens on Patrol,Comedy| Crime,1987,"5,5"
The Assassination of Jesse James by the Coward Robert Ford,Action| Drama| Western,2007,"7,1"
The Poseidon Adventure,Action| Adventure| Thriller,1972,"7,1"
The Sting,Comedy| Crime| Drama,1974,8
Marvel Studios Assembled: The Making of Doctor Strange in the Multiverse of Madness,Documentary,2022,"7,5"
The Privilege,Horror,2022,"5,1"
Godzilla: City on the Edge of Battle,Animation| Science Fiction,2018,"6,4"
Pandorum,Action| Horror| Mystery| Science Fiction| Thriller,2010,"6,5"
De Caperucita a loba,Comedy,2023,0
Daylight's End,Action| Horror| Science Fiction,2016,"5,9"
The Red Thread,Drama| Romance,2016,"6,3"
The Pornographer,Drama,2001,"4,6"
Age of Tomorrow,Thriller| Science Fiction| Action,2014,3
Green Zone,War| Action| Adventure| Drama| Thriller,2010,"6,5"
Midway,Action| Drama| History| War,1976,"6,6"
The Nut Job 2: Nutty by Nature,Animation| Family| Adventure| Comedy,2018,"5,9"
DC Showcase: Blue Beetle,Animation| Science Fiction| Action| Adventure,2021,"6,2"
Booty Call,Comedy,1997,"5,3"
Kung Fu Panda: Secrets of the Furious Five,Animation| Family| Action,2008,"6,7"
Love Wrecked,Family| Romance,2007,"5,1"
Crash,Drama,2005,"7,2"
Crash,Drama,2005,"7,2"
Cry Macho,Drama| Western,2021,6
Outlaws,Crime,2021,"6,9"
USS Indianapolis: Men of Courage,Action| War,2016,"5,9"
Belli ciao,Comedy,2022,"5,7"
Four Weddings and a Funeral,Comedy| Drama| Romance,1994,"6,8"
The Layover,Comedy| Romance,2018,"5,4"
Holiday Harmony,Romance| Comedy| Music,2022,"6,4"
Maverick,Action| Adventure| Comedy| Drama| Western,1994,"6,8"
Next Avengers: Heroes of Tomorrow,Animation| Family| Action| Adventure| Science Fiction,2008,"6,9"
Maggie,Horror| Drama| Mystery,2015,"5,4"
Falcon Rising,Adventure| Action,2014,"6,2"
Welcome Home,Thriller| Horror,2018,"5,2"
The King,Drama| History| War,2019,"7,2"
Grease 2,Comedy| Music| Romance,1982,"5,1"
The Ark,Animation| Adventure| Family,2007,"4,6"
Amazing Love,Drama,2012,"6,9"
7500,Action| Drama| Thriller,2020,"6,1"
Goodnight Mommy,Horror| Drama| Thriller| Mystery,2016,"6,7"
Professor Marston and the Wonder Women,Drama| Romance,2017,"7,2"
Devil in the Flesh,Drama| Romance,1986,"5,7"
Tarzan II,Adventure| Animation| Family,2005,"6,1"
August Never Ends,Romance,2021,"5,5"
Where Eagles Dare,Action| Adventure| War,1968,"7,6"
Next-Door Nightmare,Thriller| TV Movie| Drama,2021,"5,3"
Bayala: A Magical Adventure,Adventure| Animation| Family| Fantasy,2019,"5,8"
Nobody Knows,Drama,2004,8
Miami Vice,Action| Crime| Thriller,2006,6
Mighty Morphin Power Rangers: Once & Always,Action| Science Fiction| Fantasy| Family,2023,0
Kizumonogatari Part 1: Tekketsu,Animation| Fantasy| Mystery,2016,"7,8"
King of Thorn,Fantasy| Animation| Science Fiction,2010,"6,6"
Journey to the West: Conquering the Demons,Action| Fantasy| Adventure| Comedy,2013,7
Daisy Quokka: World’s Scariest Animal,Animation| Comedy| Family,2020,"6,7"
As Good as It Gets,Drama| Comedy| Romance,1998,"7,4"
Ring,Horror| Thriller,2001,"7,1"
Alive,Adventure| Drama| Thriller,1993,"6,9"
The Transformers: The Movie,Animation| Science Fiction| Action| Adventure| Family,1986,"7,2"
Corsage,Drama| History,2023,"6,9"
The Battle at Lake Changjin,Drama| War,2021,"6,1"
Clouds,Music| Drama| Romance,2020,"8,3"
Babylon A.D.,Action| Adventure| Science Fiction| Thriller,2008,"5,6"
Land of the Dead,Horror| Thriller| Science Fiction,2005,"6,2"
My Girlfriend's Mother 3,Romance| Drama,2019,1
Soul Plane,Romance| Comedy,2004,"5,3"
Wyatt Earp,Western| Drama| Action| Adventure,1994,"6,8"
Freaks,Drama| Horror,1932,"7,8"
The Mothman Prophecies,Drama| Horror| Mystery,2002,"6,2"
Twins,Comedy,1989,6
A Simple Favor,Crime| Thriller| Mystery| Comedy,2018,"6,6"
Vico C: The Life of a Philosopher,Drama,2017,"7,4"
Girl with a Pearl Earring,Drama| Romance,2004,"6,6"
Hostiles,Western| Drama| History,2018,"6,9"
A Dog Named Palma,Family| Romance,2021,"8,3"
Shark: The Beginning,Action,2021,"6,9"
The Beguiled,Drama,2017,"5,9"
Misery,Drama| Thriller,1991,"7,8"
Game of Thrones: The Last Watch,Documentary| TV Movie,2019,"7,1"
The Road,Adventure| Drama,2010,7
The Hurricane,Drama,2000,"7,4"
She and Her Cat: Everything Flows,Animation| Drama,2016,"6,9"
A Jazzman's Blues,Drama| Romance,2022,"7,7"
Masquerade,Thriller,2022,"6,1"
Dead Space: Downfall,Animation| Horror| Science Fiction| Thriller,2008,"6,1"
Sound of Metal,Drama,2021,"7,7"
Trigun: Badlands Rumble,Action| Animation| Science Fiction| Adventure,2010,"7,5"
Star Trek V: The Final Frontier,Science Fiction| Action| Adventure| Thriller,1989,"5,7"
The Seventh Seal,Fantasy| Drama,2005,"8,2"
House of Flying Daggers,Adventure| Drama| Action,2004,"7,3"
Scooby-Doo! Shaggy's Showdown,Animation| Family| Mystery| Comedy| Western,2017,8
Around the World in 80 Days,Action| Adventure| Comedy,2004,"5,9"
Around the World in 80 Days,Action| Adventure| Comedy,2004,"5,9"
Love; Chunibyo & Other Delusions! Take On Me,Animation| Comedy| Fantasy,2018,8
The Guns of Navarone,War| Action,1961,"7,3"
Just Like Heaven,Drama| Comedy| Romance| Fantasy,2005,"6,9"
K-9,Action| Comedy| Crime,1989,"6,1"
The Drover's Wife: The Legend of Molly Johnson,Drama| Western| Thriller,2022,"5,3"
Beverly Hills Chihuahua 2,Comedy| Family,2011,"5,8"
The November Man,Crime| Action| Thriller,2014,"6,1"
Hunter x Hunter: Phantom Rouge,Animation| Adventure| Fantasy| Action,2013,"7,2"
Teen Beach Movie,Family| Music| TV Movie| Comedy,2013,"6,9"
Return of the Tooth Fairy,Horror,2020,"6,5"
The Tale of The Princess Kaguya,Animation| Drama| Fantasy,2014,"8,1"
48 Hrs.,Thriller| Action| Comedy| Crime| Drama,1983,"6,7"
A Wrinkle in Time,Adventure| Science Fiction| Family| Fantasy,2018,"5,1"
Windtalkers,War| Drama| Action| History,2002,"6,2"
Juno,Comedy| Drama| Romance,2008,7
Pokémon: Zoroark - Master of Illusions,Family| Animation| Adventure| Fantasy,2010,"6,8"
Lake Mungo,Horror| Thriller,2009,"6,2"
Homeward Bound: The Incredible Journey,Adventure| Comedy| Drama| Family,1993,"6,9"
Taya,Thriller| Crime| Drama,2021,"5,9"
Leal,Action| Crime| Drama,2018,"7,1"
Fullmetal Alchemist the Movie: Conqueror of Shamballa,Action| Adventure| Animation| Drama,2006,"7,2"
Foster,Comedy| Drama| Family,2011,"6,8"
Love,Drama| Romance,2015,"6,5"
Black Water,Action| Thriller,2018,"5,6"
Van Helsing: The London Assignment,Action| Animation| Fantasy| Horror,2004,"6,3"
The Negotiator,Action| Crime| Drama| Thriller,1998,"7,1"
In Full Bloom,Action| Drama,2020,7
Midnight Run,Adventure| Comedy| Crime| Action| Thriller,1988,"7,2"
Hunger,Drama| Thriller,2023,"6,7"
The Wedding Singer,Romance| Comedy,1998,"6,8"
Collateral Damage,Action| Thriller| Drama,2002,"5,7"
Hide and Seek,Horror| Mystery,2005,"6,4"
Assassins,Documentary,2020,"6,9"
Clerks III,Comedy,2022,"6,1"
The Witches,Adventure| Fantasy| Horror| Comedy| Family| Mystery,1990,"6,9"
Life,Drama,2023,0
Life,Drama,2023,0
Naruto: The Lost Story - Mission: Protect the Waterfall Village!,Animation| Action| Adventure,2003,"7,2"
Napping Princess,Fantasy| Adventure| Animation| Drama| Science Fiction,2017,"6,6"
Ginger Snaps,Horror,2000,"6,8"
South Park the Streaming Wars Part 2,Animation| Comedy,2022,"7,4"
Cashback,Drama| Comedy,2004,7
Lu Over the Wall,Animation| Family| Fantasy| Adventure| Comedy| Music,2017,"7,1"
Bleach,Action| Fantasy| Adventure,2018,"6,6"
Trouble with the Curve,Drama| Romance,2012,"6,9"
Monster High: 13 Wishes,Family| Fantasy| Animation,2013,"7,5"
Escape from Pretoria,Drama| History| Thriller,2020,"7,3"
Lethal Weapon 3,Adventure| Action| Comedy| Thriller| Crime,1992,"6,7"
Angela's Christmas Wish,Animation| Family,2020,"6,4"
Sailor Moon SuperS: The Movie: Black Dream Hole,Animation| Fantasy| Action| Romance| Comedy,2002,"8,1"
The Man with the Iron Fists 2,Action,2015,"5,6"
Ben 10: Destroy All Aliens,Animation| Science Fiction| Family| Action,2012,"5,9"
Godzilla: Final Wars,Action| Adventure| Science Fiction| Fantasy| Thriller,2004,7
The Last Kingdom: Seven Kings Must Die,Action| Drama| War,2023,0
The Crucifixion,Horror| Mystery| Thriller,2017,"5,7"
Pokémon the Movie: White - Victini and Zekrom,Animation| Family| Adventure| Drama| Fantasy,2012,"6,6"
Euphoria,Drama,2018,"6,5"
Assassin 33 A.D.,Science Fiction,2020,"5,3"
Body Heat,Crime| Thriller| Romance,1981,"7,1"
Stealth,Science Fiction| Action| War,2005,"5,3"
Run Lola Run,Action| Drama| Thriller,1999,"7,3"
Mamá no enRedes,Comedy,2022,"6,3"
Swamp Thing,Horror| Science Fiction,1982,"5,4"
Marcel the Shell with Shoes On,Animation| Comedy| Family| Drama| Adventure,2023,"7,8"
Under the Skin,Thriller| Science Fiction| Drama,2014,"6,1"
Sabrina,Comedy| Drama| Romance,1955,"7,5"
Grave of the Fireflies,Drama,2005,"7,8"
The Phantom of the Opera,Thriller| Drama| Romance,2004,"7,3"
Top Secret!,Comedy,1984,"7,1"
Home for Rent,Horror| Drama| Thriller,2023,6
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,Action| Adventure| Comedy| Drama| Animation,2007,"6,8"
The Ruins,Horror,2008,"5,9"
DragonHeart,Fantasy| Action| Adventure| Drama,1996,"6,5"
From Dusk Till Dawn 2: Texas Blood Money,Crime| Action| Horror| Thriller,1999,"4,6"
Racer,Action| Drama,2023,0
Onimanji,,2023,0
How High,Comedy,2001,"6,3"
Wolf Warrior 2,War| Action| Drama,2017,"6,6"
The Cloverfield Paradox,Horror| Science Fiction| Action| Thriller,2019,"5,6"
Charlie St. Cloud,Drama| Romance,2010,7
Garota da Moto,Action,2021,"4,7"
Born To Fly,Drama| Action,2023,0
Creepshow 3,Horror| Comedy,2006,"4,6"
Momentum,Action| Crime| Thriller,2015,"5,7"
Revolver,Drama| Thriller| Crime| Mystery,2005,"6,4"
The Opposite of Sex,Comedy| Drama,1998,"6,2"
Mutant Pumpkins from Outer Space,TV Movie| Animation| Family| Comedy,2009,"5,8"
Payback,Crime| Action| Drama,1999,"6,8"
Welcome to Smelliville,Animation| Adventure| Family| Fantasy,2021,"7,1"
Driving Miss Daisy,Drama,1990,"7,2"
Mutation on Mars,Drama| Science Fiction,2021,"6,8"
Batman Ninja,Animation| Action| Science Fiction,2018,"5,8"
Leprechaun in the Hood,Horror| Comedy,2000,5
You're Next,Horror| Thriller| Mystery,2013,"6,6"
Step Brothers,Comedy,2008,"6,6"
Rear Window,Thriller| Mystery,1955,"8,4"
Army of One,Action,2020,"5,7"
The Prince,Thriller| Action,2014,"4,9"
The Bye Bye Man,Horror| Thriller,2017,"5,2"
Citadel,Drama| Horror| Thriller,2012,"5,4"
Non-Stop,Action| Thriller| Mystery,2014,"6,8"
Secret Obsession,Drama| Thriller,2019,"5,5"
The Hating Game,Romance| Comedy,2022,"7,5"
Alien Outpost,Thriller| Action| Science Fiction,2015,"5,2"
Camp X-Ray,Drama,2014,"6,8"
Empire of the Sun,Drama| History| War,1988,"7,5"
Fun with Dick and Jane,Comedy,2005,"6,2"
Entergalactic,Animation| Comedy| Romance| Music,2022,"7,7"
The Next Karate Kid,Action| Drama| Family| Adventure,1994,"5,3"
Lust; Caution,Action| Drama| Romance| Thriller,2007,"7,2"
My Neighbors the Yamadas,Animation| Family,2005,7
Winx Club: The Secret of the Lost Kingdom,Fantasy| Animation| Family,2007,7
Milf,Comedy,2010,"4,7"
Viva Erotica,Comedy| Drama,1996,"6,6"
The Faculty,Horror| Science Fiction| Mystery,1998,"6,5"
Adrift,Thriller| Romance| Adventure,2018,"6,9"
Escape Plan: The Extractors,Action,2019,"5,3"
Superman III,Comedy| Science Fiction| Action| Adventure,1983,"5,5"
Lover of the Last Empress,Drama,1995,"6,2"
Chicago,Comedy| Crime| Drama,2003,"7,1"
Holidate,Comedy| Romance,2020,"7,1"
Rathinirvedam,,1978,"9,5"
The Duchess,Drama| History| Romance,2008,7
?????????,,2019,0
Nocturnal Animals,Drama| Thriller,2016,"7,5"
Ultimate Avengers 2: Rise of the Panther,Adventure| Animation| Action| Science Fiction,2006,"6,7"
Sinjar,Drama,2022,"6,1"
Last Holiday,Adventure| Comedy| Drama,2006,"7,1"
Slither,Horror| Science Fiction| Comedy,2006,"6,5"
One Piece: Episode of Chopper Plus: Bloom in the Winter; Miracle Cherry Blossom,Action| Animation| Adventure| Comedy,2008,"7,1"
Naked Killer,Action| Crime| Romance,1992,"5,5"
Jackie Brown,Crime| Thriller| Drama,2020,"7,4"
The Lost Weekend,Drama,1945,"7,7"
My Sassy Girl,Drama| Comedy| Romance,2001,"7,5"
Venom,Horror| Thriller,2005,"5,5"
Venom,Horror| Thriller,2005,"5,5"
The Binding,Horror| Thriller| Drama,2020,"5,4"
Power Rangers,Action| Science Fiction,2015,"7,1"
Scooby-Doo! and the Goblin King,Adventure| Animation| Comedy| Family| Fantasy| Music,2008,"7,8"
I Used to Be Famous,Comedy| Drama| Music,2022,"7,2"
Death Sentence,Action| Crime| Drama| Thriller,2007,"6,7"
TEKKEN: Blood Vengeance,Action| Animation| Science Fiction,2011,"6,8"
Mom's Friend,Drama| Romance,2015,"6,2"
Chapo: El Escape Del Siglo,Thriller| Action| Adventure| Crime,2016,"5,6"
Weird Science,Comedy| Romance| Science Fiction,1985,"6,6"
Escobar: Paradise Lost,Thriller| Romance,2014,"6,3"
Killer Klowns from Outer Space,Comedy| Horror| Science Fiction,1988,"6,4"
Assassin's Creed: Embers,Animation,2011,"6,9"
Babe: Pig in the City,Adventure| Comedy| Drama| Family| Fantasy,1998,"5,6"
MouseHunt,Comedy| Family,1998,"6,5"
The Bridge on the River Kwai,Drama| History| War,1957,"7,8"
Yogi Bear,Comedy| Family| Animation| Adventure,2011,"5,6"
Batman and Harley Quinn,Adventure| Action| Animation| Science Fiction,2017,"6,1"
One Piece: Chopper's Kingdom on the Island of Strange Animals,Action| Animation| Adventure,2002,"6,8"
The Danish Girl,Drama,2015,"7,6"
The Benchwarmers,Comedy,2006,"5,8"
Modern Times,Comedy| Drama,1938,"8,3"
I Am Vanessa Guillen,Documentary,2022,"7,4"
Double Jeopardy,Thriller| Crime| Mystery| Drama,2000,"6,5"
Abraham,Drama| Adventure| History,1993,"6,6"
Madame Bamboo,Drama| Comedy,1991,3
Selina's Gold,Drama,2022,"7,2"
Funny People,Comedy| Drama,2009,"5,8"
ˇThree Amigos!,Comedy| Adventure| Western,1986,"6,3"
Nutty Professor II: The Klumps,Fantasy| Comedy| Romance| Science Fiction,2000,5
Cannibal Ferox,Adventure| Horror,1981,"5,4"
Audition,Horror| Drama,2000,"7,1"
Transformers: Prime Beast Hunters: Predacons Rising,Action| Animation| Science Fiction,2013,"8,2"
Stomp the Yard 2: Homecoming,Drama| Music,2010,"5,5"
Zombie Ass: Toilet of the Dead,Comedy| Horror,2012,"4,8"
Sometimes during the day I realize things,Drama,2023,0
Wish You,Romance| Music| Drama,2021,"7,7"
The Forgotten Battle,War| History| Drama,2021,"7,1"
Lake Placid 2,Horror| Science Fiction,2007,"5,1"
Gabriel's Inferno: Part III,Romance| Comedy,2020,"8,4"
The Time Traveler's Wife,Drama| Romance| Fantasy,2009,"6,9"
Scooby-Doo! and the Loch Ness Monster,Family| Adventure| Animation| Comedy| Fantasy| Mystery,2004,"7,4"
Raymond & Ray,Drama| Comedy,2022,"6,7"
Sgt. Stubby: An American Hero,Animation| Adventure| Family| History| War,2018,"7,7"
The Giver,Drama| Science Fiction,2014,"6,5"
Joseph and His Brethren,Family| Drama,1961,"5,9"
Detachment,Drama,2011,"7,6"
A Man Called Ove,Comedy| Drama,2015,"7,6"
May the Devil Take You,Horror| Thriller,2018,"6,2"
The Gigolo,Romance| Drama| Comedy,2015,"4,7"
Guess Who's Coming for Breakfast,Comedy,1968,"3,7"
The Smurfs: The Legend of Smurfy Hollow,Comedy| Animation| Family| Fantasy,2013,"6,9"
History of the World: Part I,Comedy,1982,"6,8"
Khumba,Animation| Adventure| Family,2013,6
Can You Keep a Secret?,Romance| Comedy,2019,"6,5"
Stay Alive,Horror| Thriller,2006,"5,9"
Macross: Do You Remember Love?,Animation| Science Fiction| War| Action,2015,"7,2"
Revenge,Romance| Thriller| Drama,1990,"6,5"
Cars,,1979,"6,5"
Vertigo,Documentary,2021,2
City Hunter,Action| Adventure| Comedy| Romance,1993,"6,5"
Walk of Shame,Comedy,2014,6
American Ninja 2: The Confrontation,Action,1987,"5,4"
The Substitute 2: School's Out,Action| Mystery| Thriller,1998,"5,9"
Wyrmwood: Road of the Dead,Horror| Action| Comedy,2015,"6,1"
The Forgotten,Thriller| Drama| Mystery| Science Fiction,2004,"5,9"
The 33D Invader,Comedy| Science Fiction,2011,"5,1"
Son of Batman,Animation| Action| Adventure,2014,7
Wolf Warrior,Action| War,2015,"6,2"
The Chronicles of Riddick,Action| Science Fiction,2004,"6,5"
Mafia Mamma,Crime| Comedy,2023,0
The Favourite,Drama| Comedy| Thriller,2018,"7,5"
Wer,Horror| Mystery| Thriller,2014,"6,3"
Seven Years in Tibet,Adventure| Drama| History,1997,"7,2"
Practical Magic,Romance| Comedy| Fantasy,1998,"6,7"
Lock Up,Action| Crime,1989,"6,8"
Chernobyl Diaries,Horror| Thriller,2012,"5,2"
Falling Down,Crime| Drama| Thriller,1993,"7,4"
40 Years Young,Comedy,2022,"5,9"
Crouching Tiger; Hidden Dragon,Adventure| Drama| Action| Romance,2001,"7,4"
Ride Above,Drama| Comedy| Family,2022,"7,2"
The Last Days on Mars,Science Fiction| Thriller| Horror,2013,"5,4"
Backcountry,Thriller| Drama| Horror,2015,"5,8"
Vice,Thriller| Science Fiction| Action| Adventure,2015,"4,4"
Popeye,Action| Adventure| Comedy| Family,1981,"5,4"
Garo: Divine Flame,Action| Animation,2016,"5,9"
Tusk,Comedy| Horror,2014,"5,5"
DuckTales: The Movie - Treasure of the Lost Lamp,Adventure| Animation| Family| Comedy| Fantasy,1991,"6,7"
Under Siege 2: Dark Territory,Action| Thriller,1995,"5,8"
Village of the Damned,Thriller| Horror| Science Fiction,1995,6
The Edge of Seventeen,Comedy| Drama,2017,"7,2"
Monster High: Welcome to Monster High,Animation| Family,2016,"6,8"
Lost in Space,Science Fiction| Adventure,1998,"5,4"
New Initial D the Movie - Legend 3: Dream,Action| Animation| Drama,2016,"7,6"
A Dirty Shame,Comedy,2004,"5,4"
The Hard Way,Action,2019,"5,4"
Like a Boss,Comedy,2020,"6,3"
